source_path,run_id,task_id,model,strategy,setup_status,final_status,repair_rounds,round_trace_path,setup_summary_path,discovered_run_id,discovery_status
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_include_flag_split_v2__gpt-4.1-mini__failure_mode_first,cc_tc_template_include_flag_split_v2,gpt-4.1-mini,failure_mode_first,success,exhausted_repairs,2.0,reports/decomposition/traces/failure_mode_first/cc_tc_template_include_flag_split_v2.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_include_flag_split_v2/failure_mode_first/logs/setup_summary.json,cc_tc_template_include_flag_split_v2__gpt-4.1-mini__failure_mode_first,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_include_flag_split_v2__gpt-4.1-mini__multi_view,cc_tc_template_include_flag_split_v2,gpt-4.1-mini,multi_view,success,exhausted_repairs,2.0,reports/decomposition/traces/multi_view/cc_tc_template_include_flag_split_v2.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_include_flag_split_v2/multi_view/logs/setup_summary.json,cc_tc_template_include_flag_split_v2__gpt-4.1-mini__multi_view,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_include_flag_split_v2__gpt-4.1-mini__pattern_skeleton,cc_tc_template_include_flag_split_v2,gpt-4.1-mini,pattern_skeleton,success,exhausted_repairs,2.0,reports/decomposition/traces/pattern_skeleton/cc_tc_template_include_flag_split_v2.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_include_flag_split_v2/pattern_skeleton/logs/setup_summary.json,cc_tc_template_include_flag_split_v2__gpt-4.1-mini__pattern_skeleton,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_include_flag_split_v2__gpt-4.1-mini__role_decomposed,cc_tc_template_include_flag_split_v2,gpt-4.1-mini,role_decomposed,success,exhausted_repairs,2.0,reports/decomposition/traces/role_decomposed/cc_tc_template_include_flag_split_v2.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_include_flag_split_v2/role_decomposed/logs/setup_summary.json,cc_tc_template_include_flag_split_v2__gpt-4.1-mini__role_decomposed,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_include_flag_split_v2__gpt-4.1-mini__semantic_diff,cc_tc_template_include_flag_split_v2,gpt-4.1-mini,semantic_diff,success,exhausted_repairs,2.0,reports/decomposition/traces/semantic_diff/cc_tc_template_include_flag_split_v2.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_include_flag_split_v2/semantic_diff/logs/setup_summary.json,cc_tc_template_include_flag_split_v2__gpt-4.1-mini__semantic_diff,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_include_flag_split_v2__gpt-4.1-mini__simulation_trace,cc_tc_template_include_flag_split_v2,gpt-4.1-mini,simulation_trace,success,exhausted_repairs,2.0,reports/decomposition/traces/simulation_trace/cc_tc_template_include_flag_split_v2.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_include_flag_split_v2/simulation_trace/logs/setup_summary.json,cc_tc_template_include_flag_split_v2__gpt-4.1-mini__simulation_trace,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_include_flag_split_v2__gpt-4.1-nano__contract_first,cc_tc_template_include_flag_split_v2,gpt-4.1-nano,contract_first,success,exhausted_repairs,2.0,reports/decomposition/traces/contract_first/cc_tc_template_include_flag_split_v2.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_include_flag_split_v2/contract_first/logs/setup_summary.json,cc_tc_template_include_flag_split_v2__gpt-4.1-nano__contract_first,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_include_flag_split_v2__gpt-4.1-nano__direct_baseline,cc_tc_template_include_flag_split_v2,gpt-4.1-nano,direct_baseline,success,exhausted_repairs,2.0,reports/decomposition/traces/direct_baseline/cc_tc_template_include_flag_split_v2.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_include_flag_split_v2/direct_baseline/logs/setup_summary.json,cc_tc_template_include_flag_split_v2__gpt-4.1-nano__direct_baseline,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_include_flag_split_v2__gpt-4.1-nano__failure_mode_first,cc_tc_template_include_flag_split_v2,gpt-4.1-nano,failure_mode_first,success,exhausted_repairs,2.0,reports/decomposition/traces/failure_mode_first/cc_tc_template_include_flag_split_v2.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_include_flag_split_v2/failure_mode_first/logs/setup_summary.json,cc_tc_template_include_flag_split_v2__gpt-4.1-nano__failure_mode_first,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_include_flag_split_v2__gpt-4.1-nano__multi_view,cc_tc_template_include_flag_split_v2,gpt-4.1-nano,multi_view,success,exhausted_repairs,2.0,reports/decomposition/traces/multi_view/cc_tc_template_include_flag_split_v2.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_include_flag_split_v2/multi_view/logs/setup_summary.json,cc_tc_template_include_flag_split_v2__gpt-4.1-nano__multi_view,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_include_flag_split_v2__gpt-4.1-nano__pattern_skeleton,cc_tc_template_include_flag_split_v2,gpt-4.1-nano,pattern_skeleton,success,exhausted_repairs,2.0,reports/decomposition/traces/pattern_skeleton/cc_tc_template_include_flag_split_v2.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_include_flag_split_v2/pattern_skeleton/logs/setup_summary.json,cc_tc_template_include_flag_split_v2__gpt-4.1-nano__pattern_skeleton,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_include_flag_split_v2__gpt-4.1-nano__role_decomposed,cc_tc_template_include_flag_split_v2,gpt-4.1-nano,role_decomposed,success,exhausted_repairs,2.0,reports/decomposition/traces/role_decomposed/cc_tc_template_include_flag_split_v2.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_include_flag_split_v2/role_decomposed/logs/setup_summary.json,cc_tc_template_include_flag_split_v2__gpt-4.1-nano__role_decomposed,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_include_flag_split_v2__gpt-4.1-nano__semantic_diff,cc_tc_template_include_flag_split_v2,gpt-4.1-nano,semantic_diff,success,exhausted_repairs,2.0,reports/decomposition/traces/semantic_diff/cc_tc_template_include_flag_split_v2.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_include_flag_split_v2/semantic_diff/logs/setup_summary.json,cc_tc_template_include_flag_split_v2__gpt-4.1-nano__semantic_diff,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_include_flag_split_v2__gpt-4.1-nano__simulation_trace,cc_tc_template_include_flag_split_v2,gpt-4.1-nano,simulation_trace,success,exhausted_repairs,2.0,reports/decomposition/traces/simulation_trace/cc_tc_template_include_flag_split_v2.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_include_flag_split_v2/simulation_trace/logs/setup_summary.json,cc_tc_template_include_flag_split_v2__gpt-4.1-nano__simulation_trace,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_default_trap__gpt-4.1-mini__contract_first,cc_tc_template_limit_default_trap,gpt-4.1-mini,contract_first,success,exhausted_repairs,2.0,reports/decomposition/traces/contract_first/cc_tc_template_limit_default_trap.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_default_trap/contract_first/logs/setup_summary.json,cc_tc_template_limit_default_trap__gpt-4.1-mini__contract_first,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_default_trap__gpt-4.1-mini__direct_baseline,cc_tc_template_limit_default_trap,gpt-4.1-mini,direct_baseline,success,exhausted_repairs,2.0,reports/decomposition/traces/direct_baseline/cc_tc_template_limit_default_trap.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_default_trap/direct_baseline/logs/setup_summary.json,cc_tc_template_limit_default_trap__gpt-4.1-mini__direct_baseline,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_default_trap__gpt-4.1-mini__failure_mode_first,cc_tc_template_limit_default_trap,gpt-4.1-mini,failure_mode_first,success,exhausted_repairs,2.0,reports/decomposition/traces/failure_mode_first/cc_tc_template_limit_default_trap.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_default_trap/failure_mode_first/logs/setup_summary.json,cc_tc_template_limit_default_trap__gpt-4.1-mini__failure_mode_first,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_default_trap__gpt-4.1-mini__multi_view,cc_tc_template_limit_default_trap,gpt-4.1-mini,multi_view,success,exhausted_repairs,2.0,reports/decomposition/traces/multi_view/cc_tc_template_limit_default_trap.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_default_trap/multi_view/logs/setup_summary.json,cc_tc_template_limit_default_trap__gpt-4.1-mini__multi_view,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_default_trap__gpt-4.1-mini__pattern_skeleton,cc_tc_template_limit_default_trap,gpt-4.1-mini,pattern_skeleton,success,exhausted_repairs,2.0,reports/decomposition/traces/pattern_skeleton/cc_tc_template_limit_default_trap.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_default_trap/pattern_skeleton/logs/setup_summary.json,cc_tc_template_limit_default_trap__gpt-4.1-mini__pattern_skeleton,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_default_trap__gpt-4.1-mini__role_decomposed,cc_tc_template_limit_default_trap,gpt-4.1-mini,role_decomposed,success,exhausted_repairs,2.0,reports/decomposition/traces/role_decomposed/cc_tc_template_limit_default_trap.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_default_trap/role_decomposed/logs/setup_summary.json,cc_tc_template_limit_default_trap__gpt-4.1-mini__role_decomposed,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_default_trap__gpt-4.1-mini__semantic_diff,cc_tc_template_limit_default_trap,gpt-4.1-mini,semantic_diff,success,exhausted_repairs,2.0,reports/decomposition/traces/semantic_diff/cc_tc_template_limit_default_trap.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_default_trap/semantic_diff/logs/setup_summary.json,cc_tc_template_limit_default_trap__gpt-4.1-mini__semantic_diff,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_default_trap__gpt-4.1-mini__simulation_trace,cc_tc_template_limit_default_trap,gpt-4.1-mini,simulation_trace,success,exhausted_repairs,2.0,reports/decomposition/traces/simulation_trace/cc_tc_template_limit_default_trap.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_default_trap/simulation_trace/logs/setup_summary.json,cc_tc_template_limit_default_trap__gpt-4.1-mini__simulation_trace,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_default_trap__gpt-4.1-nano__contract_first,cc_tc_template_limit_default_trap,gpt-4.1-nano,contract_first,success,exhausted_repairs,2.0,reports/decomposition/traces/contract_first/cc_tc_template_limit_default_trap.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_default_trap/contract_first/logs/setup_summary.json,cc_tc_template_limit_default_trap__gpt-4.1-nano__contract_first,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_default_trap__gpt-4.1-nano__direct_baseline,cc_tc_template_limit_default_trap,gpt-4.1-nano,direct_baseline,success,exhausted_repairs,2.0,reports/decomposition/traces/direct_baseline/cc_tc_template_limit_default_trap.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_default_trap/direct_baseline/logs/setup_summary.json,cc_tc_template_limit_default_trap__gpt-4.1-nano__direct_baseline,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_default_trap__gpt-4.1-nano__failure_mode_first,cc_tc_template_limit_default_trap,gpt-4.1-nano,failure_mode_first,success,exhausted_repairs,2.0,reports/decomposition/traces/failure_mode_first/cc_tc_template_limit_default_trap.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_default_trap/failure_mode_first/logs/setup_summary.json,cc_tc_template_limit_default_trap__gpt-4.1-nano__failure_mode_first,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_default_trap__gpt-4.1-nano__multi_view,cc_tc_template_limit_default_trap,gpt-4.1-nano,multi_view,success,exhausted_repairs,2.0,reports/decomposition/traces/multi_view/cc_tc_template_limit_default_trap.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_default_trap/multi_view/logs/setup_summary.json,cc_tc_template_limit_default_trap__gpt-4.1-nano__multi_view,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_default_trap__gpt-4.1-nano__pattern_skeleton,cc_tc_template_limit_default_trap,gpt-4.1-nano,pattern_skeleton,success,exhausted_repairs,2.0,reports/decomposition/traces/pattern_skeleton/cc_tc_template_limit_default_trap.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_default_trap/pattern_skeleton/logs/setup_summary.json,cc_tc_template_limit_default_trap__gpt-4.1-nano__pattern_skeleton,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_default_trap__gpt-4.1-nano__role_decomposed,cc_tc_template_limit_default_trap,gpt-4.1-nano,role_decomposed,success,exhausted_repairs,2.0,reports/decomposition/traces/role_decomposed/cc_tc_template_limit_default_trap.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_default_trap/role_decomposed/logs/setup_summary.json,cc_tc_template_limit_default_trap__gpt-4.1-nano__role_decomposed,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_default_trap__gpt-4.1-nano__semantic_diff,cc_tc_template_limit_default_trap,gpt-4.1-nano,semantic_diff,success,exhausted_repairs,2.0,reports/decomposition/traces/semantic_diff/cc_tc_template_limit_default_trap.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_default_trap/semantic_diff/logs/setup_summary.json,cc_tc_template_limit_default_trap__gpt-4.1-nano__semantic_diff,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_default_trap__gpt-4.1-nano__simulation_trace,cc_tc_template_limit_default_trap,gpt-4.1-nano,simulation_trace,success,exhausted_repairs,2.0,reports/decomposition/traces/simulation_trace/cc_tc_template_limit_default_trap.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_default_trap/simulation_trace/logs/setup_summary.json,cc_tc_template_limit_default_trap__gpt-4.1-nano__simulation_trace,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_metadata_incomplete__gpt-4.1-mini__contract_first,cc_tc_template_limit_metadata_incomplete,gpt-4.1-mini,contract_first,success,exhausted_repairs,2.0,reports/decomposition/traces/contract_first/cc_tc_template_limit_metadata_incomplete.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_metadata_incomplete/contract_first/logs/setup_summary.json,cc_tc_template_limit_metadata_incomplete__gpt-4.1-mini__contract_first,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_metadata_incomplete__gpt-4.1-mini__direct_baseline,cc_tc_template_limit_metadata_incomplete,gpt-4.1-mini,direct_baseline,success,exhausted_repairs,2.0,reports/decomposition/traces/direct_baseline/cc_tc_template_limit_metadata_incomplete.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_metadata_incomplete/direct_baseline/logs/setup_summary.json,cc_tc_template_limit_metadata_incomplete__gpt-4.1-mini__direct_baseline,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_metadata_incomplete__gpt-4.1-mini__failure_mode_first,cc_tc_template_limit_metadata_incomplete,gpt-4.1-mini,failure_mode_first,success,exhausted_repairs,2.0,reports/decomposition/traces/failure_mode_first/cc_tc_template_limit_metadata_incomplete.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_metadata_incomplete/failure_mode_first/logs/setup_summary.json,cc_tc_template_limit_metadata_incomplete__gpt-4.1-mini__failure_mode_first,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_metadata_incomplete__gpt-4.1-mini__multi_view,cc_tc_template_limit_metadata_incomplete,gpt-4.1-mini,multi_view,success,exhausted_repairs,2.0,reports/decomposition/traces/multi_view/cc_tc_template_limit_metadata_incomplete.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_metadata_incomplete/multi_view/logs/setup_summary.json,cc_tc_template_limit_metadata_incomplete__gpt-4.1-mini__multi_view,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_metadata_incomplete__gpt-4.1-mini__pattern_skeleton,cc_tc_template_limit_metadata_incomplete,gpt-4.1-mini,pattern_skeleton,success,exhausted_repairs,2.0,reports/decomposition/traces/pattern_skeleton/cc_tc_template_limit_metadata_incomplete.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_metadata_incomplete/pattern_skeleton/logs/setup_summary.json,cc_tc_template_limit_metadata_incomplete__gpt-4.1-mini__pattern_skeleton,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_metadata_incomplete__gpt-4.1-mini__role_decomposed,cc_tc_template_limit_metadata_incomplete,gpt-4.1-mini,role_decomposed,success,exhausted_repairs,2.0,reports/decomposition/traces/role_decomposed/cc_tc_template_limit_metadata_incomplete.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_metadata_incomplete/role_decomposed/logs/setup_summary.json,cc_tc_template_limit_metadata_incomplete__gpt-4.1-mini__role_decomposed,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_metadata_incomplete__gpt-4.1-mini__semantic_diff,cc_tc_template_limit_metadata_incomplete,gpt-4.1-mini,semantic_diff,success,exhausted_repairs,2.0,reports/decomposition/traces/semantic_diff/cc_tc_template_limit_metadata_incomplete.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_metadata_incomplete/semantic_diff/logs/setup_summary.json,cc_tc_template_limit_metadata_incomplete__gpt-4.1-mini__semantic_diff,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_metadata_incomplete__gpt-4.1-mini__simulation_trace,cc_tc_template_limit_metadata_incomplete,gpt-4.1-mini,simulation_trace,success,exhausted_repairs,2.0,reports/decomposition/traces/simulation_trace/cc_tc_template_limit_metadata_incomplete.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_metadata_incomplete/simulation_trace/logs/setup_summary.json,cc_tc_template_limit_metadata_incomplete__gpt-4.1-mini__simulation_trace,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_metadata_incomplete__gpt-4.1-nano__contract_first,cc_tc_template_limit_metadata_incomplete,gpt-4.1-nano,contract_first,success,exhausted_repairs,2.0,reports/decomposition/traces/contract_first/cc_tc_template_limit_metadata_incomplete.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_metadata_incomplete/contract_first/logs/setup_summary.json,cc_tc_template_limit_metadata_incomplete__gpt-4.1-nano__contract_first,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_metadata_incomplete__gpt-4.1-nano__direct_baseline,cc_tc_template_limit_metadata_incomplete,gpt-4.1-nano,direct_baseline,success,exhausted_repairs,2.0,reports/decomposition/traces/direct_baseline/cc_tc_template_limit_metadata_incomplete.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_metadata_incomplete/direct_baseline/logs/setup_summary.json,cc_tc_template_limit_metadata_incomplete__gpt-4.1-nano__direct_baseline,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_metadata_incomplete__gpt-4.1-nano__failure_mode_first,cc_tc_template_limit_metadata_incomplete,gpt-4.1-nano,failure_mode_first,success,exhausted_repairs,2.0,reports/decomposition/traces/failure_mode_first/cc_tc_template_limit_metadata_incomplete.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_metadata_incomplete/failure_mode_first/logs/setup_summary.json,cc_tc_template_limit_metadata_incomplete__gpt-4.1-nano__failure_mode_first,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_metadata_incomplete__gpt-4.1-nano__multi_view,cc_tc_template_limit_metadata_incomplete,gpt-4.1-nano,multi_view,success,exhausted_repairs,2.0,reports/decomposition/traces/multi_view/cc_tc_template_limit_metadata_incomplete.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_metadata_incomplete/multi_view/logs/setup_summary.json,cc_tc_template_limit_metadata_incomplete__gpt-4.1-nano__multi_view,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_metadata_incomplete__gpt-4.1-nano__pattern_skeleton,cc_tc_template_limit_metadata_incomplete,gpt-4.1-nano,pattern_skeleton,success,exhausted_repairs,2.0,reports/decomposition/traces/pattern_skeleton/cc_tc_template_limit_metadata_incomplete.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_metadata_incomplete/pattern_skeleton/logs/setup_summary.json,cc_tc_template_limit_metadata_incomplete__gpt-4.1-nano__pattern_skeleton,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_metadata_incomplete__gpt-4.1-nano__role_decomposed,cc_tc_template_limit_metadata_incomplete,gpt-4.1-nano,role_decomposed,success,exhausted_repairs,2.0,reports/decomposition/traces/role_decomposed/cc_tc_template_limit_metadata_incomplete.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_metadata_incomplete/role_decomposed/logs/setup_summary.json,cc_tc_template_limit_metadata_incomplete__gpt-4.1-nano__role_decomposed,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_metadata_incomplete__gpt-4.1-nano__semantic_diff,cc_tc_template_limit_metadata_incomplete,gpt-4.1-nano,semantic_diff,success,exhausted_repairs,2.0,reports/decomposition/traces/semantic_diff/cc_tc_template_limit_metadata_incomplete.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_metadata_incomplete/semantic_diff/logs/setup_summary.json,cc_tc_template_limit_metadata_incomplete__gpt-4.1-nano__semantic_diff,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_limit_metadata_incomplete__gpt-4.1-nano__simulation_trace,cc_tc_template_limit_metadata_incomplete,gpt-4.1-nano,simulation_trace,success,exhausted_repairs,2.0,reports/decomposition/traces/simulation_trace/cc_tc_template_limit_metadata_incomplete.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_limit_metadata_incomplete/simulation_trace/logs/setup_summary.json,cc_tc_template_limit_metadata_incomplete__gpt-4.1-nano__simulation_trace,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_round_sort_trap__gpt-4.1-mini__contract_first,cc_tc_template_round_sort_trap,gpt-4.1-mini,contract_first,success,exhausted_repairs,2.0,reports/decomposition/traces/contract_first/cc_tc_template_round_sort_trap.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_round_sort_trap/contract_first/logs/setup_summary.json,cc_tc_template_round_sort_trap__gpt-4.1-mini__contract_first,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_round_sort_trap__gpt-4.1-mini__direct_baseline,cc_tc_template_round_sort_trap,gpt-4.1-mini,direct_baseline,success,exhausted_repairs,2.0,reports/decomposition/traces/direct_baseline/cc_tc_template_round_sort_trap.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_round_sort_trap/direct_baseline/logs/setup_summary.json,cc_tc_template_round_sort_trap__gpt-4.1-mini__direct_baseline,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_round_sort_trap__gpt-4.1-mini__failure_mode_first,cc_tc_template_round_sort_trap,gpt-4.1-mini,failure_mode_first,success,exhausted_repairs,2.0,reports/decomposition/traces/failure_mode_first/cc_tc_template_round_sort_trap.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_round_sort_trap/failure_mode_first/logs/setup_summary.json,cc_tc_template_round_sort_trap__gpt-4.1-mini__failure_mode_first,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_round_sort_trap__gpt-4.1-mini__multi_view,cc_tc_template_round_sort_trap,gpt-4.1-mini,multi_view,success,exhausted_repairs,2.0,reports/decomposition/traces/multi_view/cc_tc_template_round_sort_trap.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_round_sort_trap/multi_view/logs/setup_summary.json,cc_tc_template_round_sort_trap__gpt-4.1-mini__multi_view,Discovered
D:\raz\razieh\results\capability_clash_results_complete_1184.csv,cc_tc_template_round_sort_trap__gpt-4.1-mini__pattern_skeleton,cc_tc_template_round_sort_trap,gpt-4.1-mini,pattern_skeleton,success,exhausted_repairs,2.0,reports/decomposition/traces/pattern_skeleton/cc_tc_template_round_sort_trap.json,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/real_world/real_repo/runs/cc_tc_template_round_sort_trap/pattern_skeleton/logs/setup_summary.json,cc_tc_template_round_sort_trap__gpt-4.1-mini__pattern_skeleton,Discovered
