mutation_family,repo_slug,model,strategy,failure_taxonomy,count
semantic_shadow_mutation,braindecode_braindecode,gpt-4.1-mini,semantic_diff,test-message overfitting,1
semantic_shadow_mutation,topcoder_tc_template_node_postgres,gpt-4.1-mini,semantic_diff,test-message overfitting,1
semantic_shadow_mutation,topcoder_tc_template_node_postgres,gpt-4.1-mini,simulation_trace,test-message overfitting,2
semantic_shadow_mutation,tmux_python_tmuxp,gpt-4.1-nano,direct_baseline,test-message overfitting,1
semantic_shadow_mutation,topcoder_tc_template_node_postgres,gpt-4.1-nano,direct_baseline,test-message overfitting,2
semantic_shadow_mutation,tmux_python_tmuxp,gpt-4.1-nano,failure_mode_first,test-message overfitting,1
semantic_shadow_mutation,topcoder_tc_template_node_postgres,gpt-4.1-nano,failure_mode_first,test-message overfitting,1
semantic_shadow_mutation,tmux_python_tmuxp,gpt-4.1-nano,multi_view,test-message overfitting,1
semantic_shadow_mutation,topcoder_tc_template_node_postgres,gpt-4.1-nano,multi_view,test-message overfitting,1
semantic_shadow_mutation,braindecode_braindecode,gpt-4.1-nano,pattern_skeleton,test-message overfitting,1
semantic_shadow_mutation,tmux_python_tmuxp,gpt-4.1-nano,pattern_skeleton,test-message overfitting,1
semantic_shadow_mutation,topcoder_tc_template_node_postgres,gpt-4.1-nano,pattern_skeleton,test-message overfitting,1
semantic_shadow_mutation,tmux_python_tmuxp,gpt-4.1-nano,role_decomposed,test-message overfitting,1
semantic_shadow_mutation,topcoder_tc_template_node_postgres,gpt-4.1-nano,role_decomposed,test-message overfitting,1
semantic_shadow_mutation,topcoder_tc_template_node_postgres,gpt-4.1-nano,semantic_diff,test-message overfitting,1
semantic_shadow_mutation,tmux_python_tmuxp,gpt-4.1-nano,simulation_trace,test-message overfitting,1
semantic_shadow_mutation,topcoder_tc_template_node_postgres,gpt-4.1-nano,simulation_trace,test-message overfitting,2
semantic_shadow_mutation,topcoder_tc_template_node_postgres,gpt-4.1-nano,contract_first,wrong-file localization,1
temporal_state_inconsistency,tmux_python_tmuxp,gpt-4.1-mini,contract_first,one-file-only repair,1
temporal_state_inconsistency,braindecode_braindecode,gpt-4.1-mini,direct_baseline,one-file-only repair,1
temporal_state_inconsistency,tmux_python_tmuxp,gpt-4.1-mini,direct_baseline,one-file-only repair,1
temporal_state_inconsistency,braindecode_braindecode,gpt-4.1-mini,failure_mode_first,one-file-only repair,1
temporal_state_inconsistency,tmux_python_tmuxp,gpt-4.1-mini,failure_mode_first,one-file-only repair,1
temporal_state_inconsistency,braindecode_braindecode,gpt-4.1-mini,multi_view,one-file-only repair,1
temporal_state_inconsistency,tmux_python_tmuxp,gpt-4.1-mini,multi_view,one-file-only repair,1
temporal_state_inconsistency,braindecode_braindecode,gpt-4.1-mini,pattern_skeleton,one-file-only repair,1
temporal_state_inconsistency,tmux_python_tmuxp,gpt-4.1-mini,pattern_skeleton,one-file-only repair,1
temporal_state_inconsistency,braindecode_braindecode,gpt-4.1-mini,role_decomposed,one-file-only repair,1
temporal_state_inconsistency,tmux_python_tmuxp,gpt-4.1-mini,role_decomposed,one-file-only repair,1
temporal_state_inconsistency,braindecode_braindecode,gpt-4.1-mini,semantic_diff,one-file-only repair,1
temporal_state_inconsistency,tmux_python_tmuxp,gpt-4.1-mini,semantic_diff,one-file-only repair,1
temporal_state_inconsistency,braindecode_braindecode,gpt-4.1-mini,simulation_trace,one-file-only repair,1
temporal_state_inconsistency,tmux_python_tmuxp,gpt-4.1-mini,simulation_trace,one-file-only repair,1
temporal_state_inconsistency,tmux_python_tmuxp,gpt-4.1-nano,contract_first,one-file-only repair,1
temporal_state_inconsistency,tmux_python_tmuxp,gpt-4.1-nano,direct_baseline,one-file-only repair,1
temporal_state_inconsistency,tmux_python_tmuxp,gpt-4.1-nano,multi_view,one-file-only repair,1
temporal_state_inconsistency,tmux_python_tmuxp,gpt-4.1-nano,role_decomposed,one-file-only repair,1
temporal_state_inconsistency,tmux_python_tmuxp,gpt-4.1-nano,semantic_diff,one-file-only repair,1
temporal_state_inconsistency,tmux_python_tmuxp,gpt-4.1-nano,simulation_trace,one-file-only repair,1
temporal_state_inconsistency,braindecode_braindecode,gpt-4.1-nano,direct_baseline,patch application failure,1
temporal_state_inconsistency,braindecode_braindecode,gpt-4.1-nano,role_decomposed,patch application failure,1
temporal_state_inconsistency,braindecode_braindecode,gpt-4.1-mini,contract_first,test-message overfitting,1
temporal_state_inconsistency,braindecode_braindecode,gpt-4.1-nano,contract_first,test-message overfitting,1
temporal_state_inconsistency,braindecode_braindecode,gpt-4.1-nano,direct_baseline,test-message overfitting,1
temporal_state_inconsistency,braindecode_braindecode,gpt-4.1-nano,failure_mode_first,test-message overfitting,1
temporal_state_inconsistency,braindecode_braindecode,gpt-4.1-nano,multi_view,test-message overfitting,1
temporal_state_inconsistency,braindecode_braindecode,gpt-4.1-nano,pattern_skeleton,test-message overfitting,1
temporal_state_inconsistency,tmux_python_tmuxp,gpt-4.1-nano,pattern_skeleton,test-message overfitting,1
temporal_state_inconsistency,braindecode_braindecode,gpt-4.1-nano,role_decomposed,test-message overfitting,1
temporal_state_inconsistency,braindecode_braindecode,gpt-4.1-nano,semantic_diff,test-message overfitting,1
temporal_state_inconsistency,braindecode_braindecode,gpt-4.1-nano,simulation_trace,test-message overfitting,1
temporal_state_inconsistency,tmux_python_tmuxp,gpt-4.1-nano,failure_mode_first,wrong-file localization,1
